Session ID,First Token Time (ms),Other Token Times (ms),Total Time (ms)
d8baa8ea-24de-48dd-be8e-b0183d773827,7653.46,10.28;5832.64;1733.04;2.27;1560.41;3352.06;1528.93;3181.41;3349.14;4680.85;8392.19;3273.98;3458.36;4492.76;12.20;6069.47;14.04;3201.83;12.30;6388.42;5977.28;3863.15;1609.62;12372.63;3959.82;3261.38;6241.30;4334.23;3073.80;3351.38;3340.80;1549.71;15.75;24.18;61.62;95.39;133.63;37.87;75.65;86.06;337.48;30.66;79.66;400.48;675.36;6.55;12.26;148.96;49.73;814.58;69.83;177.16;125.19;141.11;210.10;191.70;308.38;146.97;285.20;16.09;335.88;21.75;149.26;114.75;294.27;7.85;857.20;303.80;14.89;156.05;300.27;176.46;18.18;295.32;20.60;120.43;295.09;9.94;270.45;213.81;79.56;58.13;189.28;157.97;262.27;17.58;303.25;17.54;300.63;27.83;266.82;19.53;312.93;26.22;301.92;6.60;124.40;288.63;14.39;328.57;18.98;421.97;25.57;332.33;103.28;15.41;294.97;6.20;196.95;321.23;90.74;24.55;285.73;19.52;4990.68;24.63;2.97;199.57;302.04;200.27;22.16;293.80;27.38;106.00;193.46;172.43;317.85;26.42;289.83;14.98;219.41;120.64;410.93;192.53;21.12;287.59;17.45;398.66;12.74;299.88;7.92;4351.10;39.47;6.29;4869.96;1644.93;3356.10;17.64;3280.12;1580.36;1528.09;1635.05;20.32;3798.44;13.64;18.47;103.51;152.51,174924.44
2e53baa6-175e-4590-af3a-52cf478cdcea,6366.27,3250.49;3205.90;15.59;24.08;72.40;94.92;133.47;30.48;83.49;85.86;338.02;19.84;79.34;411.14;87.82;594.07;0.03;63.94;146.74;805.29;68.83;189.83;122.97;130.21;211.60;192.32;309.85;127.67;223.77;93.50;194.50;154.17;163.73;119.39;183.00;119.35;835.28;142.91;189.29;150.74;193.84;123.55;182.84;122.03;202.08;108.60;201.16;103.94;196.38;145.92;151.95;137.77;191.10;132.83;192.05;100.56;204.90;112.09;190.08;128.47;182.69;116.97;215.57;117.84;133.72;186.12;111.68;225.78;80.73;165.14;182.54;135.73;303.94;174.35;185.87;107.67;187.47;114.61;185.72;128.12;213.21;96.01;200.45;105.45;4996.47;10.66;24.55;203.16;187.09;115.63;213.42;115.64;188.03;132.14;187.34;177.62;186.93;159.51;168.87;127.22;215.96;108.29;319.30;116.09;212.44;92.24;214.27;140.89;256.22;84.70;224.88;79.55;4309.41;12.13;6.83;4869.82;1659.53;3358.96;1442.24;3403.78;1533.54;7.25;1635.57;20.42;3798.90;14.12;17.66;103.39;159.68,66654.09
fbe6809f-fed7-415a-a5d0-91fa9af37cce,4878.37,3184.76;3348.13;4680.74;8394.31;3275.58;3456.82;1674.13;2828.53;6069.79;10.75;3198.21;19.18;6388.82;1710.06;4302.48;5434.03;12375.70;3959.70;3261.40;6241.54;4333.97;3073.87;3351.23;3340.91;1549.72;13.32;26.65;61.53;95.33;133.66;37.79;75.82;85.98;337.49;30.65;79.65;400.45;675.50;6.35;10.07;151.14;49.78;814.49;69.89;177.29;125.04;141.11;210.28;191.90;308.05;146.88;288.50;12.80;336.66;21.02;149.29;114.70;296.04;6.33;856.97;306.65;12.69;155.37;302.25;177.45;15.29;296.48;19.37;120.46;290.72;14.28;271.43;59.21;233.25;56.48;190.84;157.96;162.39;117.81;303.24;17.29;172.92;155.56;270.86;15.39;313.35;32.18;295.62;5.39;125.54;199.83;103.19;329.23;16.82;423.75;25.28;147.66;288.50;14.88;294.98;6.18;197.15;321.55;95.93;19.97;181.19;123.08;4990.61;16.54;8.18;202.38;302.40;202.83;19.37;294.10;27.11;106.07;193.22;172.41;318.41;26.14;297.09;7.40;219.46;121.05;296.29;307.72;20.23;290.73;14.54;398.84;12.39;300.16;7.46;4351.26;39.52;6.12;4870.32;4.46;1655.14;3359.02;3280.08;1580.45;1519.87;1642.95;20.28;22.05;3790.20;13.50;96.60;11.72;159.39;4223.11;13.91;5699.61,168177.01
c4bf8480-8141-45c2-b949-97753f554d1f,7949.97,7.47;6070.85;10.90;3197.87;18.79;6389.07;1712.67;4299.59;5434.70;12375.23;3959.60;3261.54;6241.62;4333.94;3073.84;3351.04;3341.57;1549.43;12.86;27.00;61.61;95.14;133.55;37.78;76.03;85.85;337.63;30.62;79.66;400.42;675.40;6.53;9.09;151.85;49.84;814.46;69.76;177.43;125.18;140.92;210.48;192.30;307.55;146.79;289.19;12.03;337.41;20.43;148.99;114.99;295.83;6.49;857.02;307.88;11.61;154.97;303.76;178.14;13.32;305.05;10.73;120.51;291.59;13.33;271.45;59.08;233.25;56.44;191.02;157.94;163.03;118.11;302.75;17.16;300.99;27.26;272.55;14.08;315.00;30.55;294.91;5.41;125.68;200.38;102.63;329.90;16.11;424.65;24.45;148.37;288.49;14.20;294.97;6.16;197.22;322.28;96.50;18.68;181.75;122.43;4990.49;18.00;6.92;203.52;301.57;206.19;16.28;294.14;27.86;104.81;193.03;172.77;320.55;24.32;296.47;7.18;219.61;121.45;296.13;309.61;18.28;291.58;14.54;398.18;12.66;296.85;10.04;4351.71;39.49;5.64;4870.61;3.70;1656.25;3358.50;3280.21;1580.16;1519.91;1643.05;20.15;21.86;3791.09;12.84;96.76;11.57;159.44;4225.76;11.23;5699.88;4306.21,147769.84
6e498f44-3aa2-47f2-bd96-93bf83d8cd0c,3354.60,1528.74;3182.48;3348.13;4680.78;8394.28;3275.12;3457.20;4491.88;10.91;6064.98;15.51;3198.15;19.28;6388.76;5977.11;0.03;5469.47;12374.42;3960.99;3261.36;6241.55;4333.98;3073.86;3351.26;3340.90;1549.71;13.34;26.64;61.54;95.34;132.42;38.39;76.45;86.00;337.49;30.65;79.65;400.45;675.50;6.37;10.07;151.14;49.78;813.91;69.71;178.06;125.04;141.11;210.24;191.94;308.05;146.16;289.14;12.34;332.78;25.44;148.76;115.23;296.04;6.27;857.02;306.41;12.86;154.88;302.70;177.09;15.75;296.28;19.58;120.45;290.50;14.51;271.42;59.21;233.26;56.47;190.84;157.96;260.83;19.29;301.83;18.75;300.99;27.50;267.28;18.97;313.28;32.24;295.58;5.43;125.54;198.53;104.50;327.17;18.88;421.32;27.71;147.58;288.50;14.96;294.98;6.19;197.13;321.42;95.97;20.08;282.72;21.55;4990.61;16.50;9.91;198.70;304.36;202.77;19.42;294.06;27.15;104.78;194.57;172.40;318.31;26.16;295.83;8.75;219.45;120.91;411.04;192.78;20.55;290.64;14.55;387.77;23.52;297.32;10.35;4351.23;39.53;6.12;4870.27;1644.71;3356.22;17.71;3280.07;1580.48;1527.80;1635.03;20.28;3798.64;13.59;18.32;91.06;164.91;4204.96;24.90;14.09;5699.56;4306.28;7356.52;4.61;3055.45;3956.35;1764.86,186152.08
e162d066-11db-44a5-a2c8-116303638ba6,13981.04,2500.72;2952.21;5209.83;5617.62;3035.80;3331.74;3249.05;3206.10;22.00;27.22;61.76;95.00;133.54;30.37;83.58;85.75;337.93;30.28;79.61;400.54;675.27;6.66;5.25;155.48;50.00;804.81;79.24;177.65;125.03;140.99;210.51;183.56;309.78;153.19;179.88;121.68;180.93;176.54;144.56;119.44;182.56;119.76;857.06;118.97;200.45;142.68;191.96;124.20;191.49;121.60;194.09;110.56;198.98;115.85;181.18;149.41;231.98;57.76;191.09;157.76;163.56;117.66;190.80;112.55;189.25;128.99;181.66;132.00;201.38;144.21;101.41;198.39;125.60;206.19;83.37;160.45;199.16;117.61;331.35;148.57;185.75;116.73;180.40;120.73;197.41;101.30;221.59;114.65;181.95;105.74;4995.67;11.52;24.63;203.35;186.13;116.22;222.18;102.45;219.87;104.40;187.94;177.55;185.88;159.66;169.08;133.74;209.69;110.63;316.95;115.32;212.97;94.81;211.51;140.29;257.69;84.61;234.51;4352.03;26.91;12.40;4860.62;16.18;1659.21;3358.78;3280.21;1579.96;1519.87;1633.71;20.11;31.11;3777.36;26.78;96.73;11.61;159.46;4228.78;8.15;3973.72;3439.76;6082.75;3870.51;3055.99;3958.67;2.17;1760.20;1835.24;1781.11,126731.50
32cab1f0-0471-4cc6-9579-b7146db06be9,8028.36,8394.30;1594.93;3278.38;3533.22;2815.56;4330.48;1763.50;1569.06;1647.92;6387.46;1713.51;4300.42;5434.12;12374.23;3961.07;3261.55;6241.52;4333.90;3073.89;3351.14;3340.98;1549.74;13.30;26.76;61.48;95.31;132.32;38.24;76.76;85.91;337.57;30.63;79.65;400.46;675.47;6.46;9.78;151.26;49.79;813.75;69.68;178.23;124.12;142.02;210.42;192.02;307.77;145.99;179.85;121.63;335.33;23.11;144.97;118.13;296.81;6.46;856.96;307.33;12.18;154.43;176.98;304.14;14.64;297.48;18.34;120.42;290.99;14.02;271.43;59.24;233.26;56.37;190.94;157.23;161.70;119.67;189.99;130.18;171.22;156.38;155.22;130.94;302.94;43.47;100.29;200.62;125.58;198.60;104.42;146.61;199.45;117.75;330.58;148.94;288.08;13.96;295.75;5.51;197.83;101.01;316.97;19.50;181.57;121.85;4979.35;27.89;8.95;200.51;304.30;203.46;18.95;101.21;220.17;104.25;194.56;172.66;319.73;24.97;165.52;137.92;220.15;119.23;298.29;308.50;19.37;291.31;14.43;140.77;270.37;72.82;234.27;4351.31;27.75;15.42;4872.85;4.24;1655.28;3358.95;3280.10;1580.40;1519.92;1642.98;20.25;21.43;3790.93;12.69;96.46;12.55;159.36;4224.76;12.24;5699.82;4306.43;3486.89;3873.39;3055.94;3956.53;1730.30;36.02;1833.27;1781.28,179942.72
6d7fbbba-b6a4-4269-b822-969d25ca73aa,6580.62,3206.23;14.62;24.37;72.07;83.72;127.08;48.08;72.95;96.36;324.39;33.52;79.35;411.10;87.85;594.05;0.30;63.71;146.69;804.92;69.24;176.50;123.83;142.68;211.61;190.49;311.68;127.44;208.42;108.96;194.53;154.16;164.23;95.90;206.02;112.70;841.88;142.98;189.14;150.78;193.81;123.58;182.88;122.05;195.72;114.65;201.47;107.46;192.56;146.28;231.72;59.04;180.60;142.24;192.10;100.10;205.22;112.18;189.89;128.61;182.74;116.95;215.53;117.96;133.53;186.30;113.48;223.93;83.47;162.26;182.47;135.64;304.20;173.83;186.30;107.77;187.51;114.64;185.64;128.16;213.03;96.17;200.48;105.41;4996.33;10.82;24.54;164.87;225.19;115.74;213.50;115.61;188.02;132.04;187.47;177.62;186.65;159.69;168.85;127.32;215.84;108.31;319.29;116.03;212.60;97.40;209.00;140.54;256.68;84.70;229.17;75.13;4309.40;12.27;7.36;4869.30;1659.47;3358.95;1442.36;3403.76;1533.54;7.29;1635.55;20.39;3798.88;14.08;17.75;103.37;159.62;4229.42;0.12;10.60;5696.95;4307.63;7354.79;3060.33;3958.61;1.93;1760.16;1835.21;1.25;1780.07;75.42;74.36;14.51;177.37,93816.47
f7fe7ef1-7181-436f-bf4d-b405210e2c01,16332.81,3261.45;6241.89;4333.91;3073.91;3350.67;3341.84;1549.38;12.61;27.29;61.75;94.99;133.55;37.61;76.32;85.76;337.98;30.25;79.59;400.53;675.27;6.69;5.18;155.52;50.01;814.25;69.78;177.65;125.05;140.97;210.69;192.05;307.54;146.77;180.03;121.62;180.96;176.41;145.12;118.89;182.55;119.75;857.08;119.86;199.50;142.77;192.04;304.39;11.18;309.03;6.67;120.50;189.06;115.79;271.48;59.12;233.07;57.90;189.90;157.72;163.74;117.48;190.94;128.86;172.99;155.22;155.27;132.08;201.31;144.26;106.92;193.31;125.05;206.21;96.75;147.44;199.42;119.18;329.17;148.68;186.16;116.22;180.35;120.73;197.42;110.13;309.30;18.14;182.05;121.79;4979.64;28.76;7.33;203.25;186.18;327.13;11.36;102.36;219.95;104.38;192.54;172.88;185.99;159.75;168.95;133.60;219.67;121.63;296.09;311.90;16.58;291.62;14.65;140.25;269.95;72.17;234.52;4352.10;26.87;12.43;4860.75;16.15;1659.20;3358.77;3280.14;1579.90;1520.02;1642.99;20.04;21.79;3791.35;12.72;96.74;11.63;159.46;4229.14;7.76;3973.72;3439.85;6082.84;3870.33;3056.35;3958.42;1727.82;34.56;1835.21;1781.20;75.54;1.40;87.47;177.12;91.02;202.82,125823.60
c12cdcc1-5781-4141-8f16-3f3036e7d809,6624.18,7522.08;5607.35;3277.90;3533.80;2819.55;4326.43;1763.52;1569.02;1648.00;2548.67;5552.14;4300.54;5434.15;2.60;12372.97;3959.73;3261.50;6241.56;4333.91;3073.88;3351.15;3340.97;1549.74;15.17;24.88;61.49;95.31;133.59;37.81;75.91;85.91;337.56;30.63;79.65;400.45;675.50;6.28;11.94;149.28;49.79;814.39;69.96;177.31;125.05;141.10;210.35;191.91;307.94;146.87;288.72;12.54;336.79;20.99;149.14;114.83;295.93;6.47;856.95;307.23;12.26;155.09;303.46;176.94;14.72;297.29;18.54;120.42;290.92;14.09;271.43;291.16;1.33;58.05;189.26;157.98;262.36;18.19;302.95;17.26;300.91;27.48;271.89;14.50;313.54;31.88;295.55;5.36;125.58;288.78;14.24;329.31;16.75;423.70;25.37;332.71;103.49;14.85;294.93;6.20;197.14;321.78;96.02;19.69;285.58;18.66;4990.53;24.86;165.62;36.68;302.47;203.38;19.02;293.93;27.43;294.36;4.53;172.65;319.60;25.03;296.80;7.35;219.50;121.36;410.49;194.07;19.45;291.22;14.32;398.42;12.89;301.79;5.35;4351.29;39.42;8.85;4867.74;1644.50;3356.28;1461.23;3403.22;1533.69;7.84;1635.13;20.26;3798.68;13.62;18.14;103.62;152.41;4231.49;9.60;6.18;5696.48;4308.70;7353.87;6.46;3053.62;3956.49;1764.72;1834.91;2.25;1779.02;75.45;5.69;82.80;177.23;92.04;294.73;22.43,182639.65
fae13372-f96c-4dc8-98b0-b5317d9ae56f,10575.34,3073.93;3350.53;3341.91;1549.37;12.63;27.32;61.86;94.97;133.47;30.45;83.54;85.77;338.08;30.10;79.55;400.63;675.14;6.77;4.62;155.97;50.11;814.13;69.76;180.01;122.87;140.92;210.61;192.00;307.54;146.87;181.99;119.74;183.79;173.44;145.00;119.00;182.84;119.51;857.08;121.06;198.23;141.53;193.87;123.59;191.59;113.36;202.24;106.36;203.22;115.66;184.23;146.50;232.95;57.81;190.10;157.61;167.22;114.00;191.26;128.54;173.50;154.71;156.67;130.87;201.58;144.03;107.50;192.41;125.13;206.25;96.71;148.71;197.49;120.81;328.23;149.84;186.31;114.92;180.45;120.62;197.43;110.39;212.94;114.36;182.37;121.34;4980.32;28.09;7.36;203.24;186.72;329.19;8.91;106.70;215.63;104.52;187.54;177.61;186.57;159.70;168.87;133.07;210.08;108.22;319.38;115.99;212.67;92.27;214.09;140.51;269.31;72.17;234.41;4352.23;27.04;12.30;4858.81;18.96;1658.33;3358.95;3279.88;1579.81;1520.01;1632.83;30.38;21.64;3791.31;13.35;96.16;11.62;159.59;4229.29;7.49;3972.89;3439.28;6084.51;3869.94;3056.47;3958.58;1727.54;34.58;1835.21;1781.29;49.21;27.00;88.11;177.33;90.72;205.77;111.76;109.63;194.74,106621.88
adcc8651-2789-46b1-bed8-efe476e750c8,12365.99,0.03;5470.02;12375.14;3959.58;3261.53;6241.88;4333.87;3073.88;3350.79;3341.76;1549.31;12.69;27.20;61.69;95.08;133.53;37.71;76.21;85.77;337.75;30.48;79.62;400.48;675.35;6.60;9.26;151.55;49.95;814.31;69.79;177.60;125.06;140.96;210.55;192.26;307.58;146.68;290.13;11.31;338.34;19.25;148.90;115.10;295.86;6.45;857.05;308.37;11.05;154.95;303.82;179.59;11.95;306.34;9.39;120.53;292.91;11.96;271.51;59.02;233.17;56.62;191.09;157.75;260.31;20.91;303.15;16.70;301.46;26.75;273.03;14.03;320.26;25.29;294.50;5.46;125.59;206.13;96.86;330.90;15.25;424.94;24.04;148.52;295.29;7.25;295.15;5.98;197.37;322.75;96.55;18.20;286.60;17.41;4990.86;17.53;7.23;200.40;304.96;207.72;14.61;294.96;27.35;104.42;192.87;172.76;321.73;23.65;296.80;6.18;219.66;121.57;410.97;196.41;16.78;291.92;14.42;397.99;12.50;297.34;9.43;4351.98;39.33;5.40;4870.90;1644.38;3357.45;16.57;3280.16;1580.06;1527.64;1635.42;20.10;3799.04;14.05;12.75;96.68;163.89;4204.67;29.49;9.98;5700.29;4306.91;7355.62;3.97;3055.91;3958.60;1762.51;1835.23;1.36;1779.65;75.82;3.94;84.43;177.31;90.41;293.85;24.30;298.61;5.82;229.00,144205.99
2b8a2a33-692d-456e-937a-a654380d2a6d,4710.92,1679.10;3209.18;7522.01;5607.02;3278.08;3533.12;2818.98;4327.82;1763.52;1568.90;1641.98;2554.88;5551.15;4301.76;5434.04;12375.68;3959.69;3261.44;6241.52;4333.98;3073.88;3351.18;3340.94;1549.73;13.32;26.66;61.52;95.33;132.35;39.12;75.79;85.97;337.51;30.66;79.63;400.46;675.54;6.28;9.74;151.48;49.78;814.49;69.91;177.27;125.05;141.10;210.34;191.85;308.05;146.87;172.84;128.46;336.71;20.98;145.06;118.92;181.82;120.56;856.96;115.71;203.71;155.26;175.97;304.21;14.85;296.91;18.94;120.46;186.50;118.50;271.43;59.22;233.25;56.43;190.87;157.98;162.67;117.68;190.14;130.27;171.12;157.31;154.38;131.89;200.78;144.72;101.91;199.05;125.58;200.07;102.95;146.18;199.83;117.65;331.42;147.97;184.64;118.43;294.98;6.17;197.16;100.76;316.89;19.80;181.36;122.91;4978.12;29.12;8.09;200.42;187.50;319.97;19.16;101.26;220.00;106.09;193.08;172.42;318.46;26.23;165.52;138.79;219.48;121.29;296.16;308.12;19.76;290.89;14.53;141.13;269.99;73.30;234.25;4351.28;27.47;15.21;4873.27;4.12;1655.45;3359.01;3280.09;1580.42;1519.89;1642.97;20.26;21.42;3790.87;12.77;96.50;12.50;159.37;4224.40;12.61;5699.73;4306.49;3486.76;3873.94;3055.50;3956.44;1730.43;34.34;1834.90;1781.26;75.48;2.32;86.05;177.30;91.38;200.16;117.71;285.64;18.67;88.05;151.98;199.04,186260.76
fb41cfca-2814-461e-972b-6c2d0ec4b89e,6406.53,1713.52;4298.92;5434.65;12375.12;3959.63;3261.53;6241.67;4334.01;3073.81;3350.91;3341.67;1549.40;12.76;27.13;61.63;95.11;133.50;37.78;76.12;85.79;337.68;30.60;79.59;400.46;675.37;6.57;9.34;151.51;49.90;814.40;69.76;177.54;125.10;140.94;210.50;192.35;307.57;146.73;179.65;121.69;338.20;19.46;145.39;118.61;182.64;119.66;857.04;115.49;203.98;154.95;178.34;304.56;12.38;305.49;10.28;120.57;186.17;118.70;271.46;59.01;233.23;56.54;191.13;157.78;163.43;117.75;190.74;129.17;172.63;155.58;155.20;131.63;317.91;27.72;101.60;198.49;125.63;200.41;102.59;146.62;199.49;117.59;331.43;148.37;185.02;117.66;295.07;6.06;197.32;100.96;318.10;18.40;181.83;122.27;4979.12;29.30;7.15;203.38;185.98;323.31;14.93;102.74;219.40;104.59;192.97;172.75;321.13;24.04;169.24;134.02;219.63;121.51;296.08;310.31;17.67;291.85;14.41;139.89;270.77;72.38;234.47;4351.90;27.06;15.32;4873.24;3.95;1655.89;3358.59;3280.22;1580.09;1519.93;1643.09;20.10;21.82;3791.25;12.79;96.68;11.68;159.41;4226.42;10.49;5700.11;4308.22;3487.52;3870.92;3055.79;3957.00;1729.67;34.45;1835.28;1780.95;75.89;1.45;86.88;177.19;91.54;202.50;114.72;298.46;5.91;88.35;151.62;204.15,144612.54
c8205569-dcca-48b5-b4c4-af31b10bd9b5,1578.02,1615.22;3266.59;3183.73;3347.83;4682.05;8392.18;3276.41;3457.49;4491.67;10.19;6071.26;10.63;3205.24;12.21;6388.45;1709.69;4303.25;5433.92;12375.86;3959.67;3261.33;6241.55;4334.01;3073.81;3351.31;3340.89;1549.69;13.36;26.63;61.56;95.34;133.70;37.80;75.72;86.04;337.49;30.65;79.65;400.46;675.45;6.43;10.07;151.15;49.78;814.53;69.87;177.22;125.08;141.12;210.19;191.94;308.10;146.93;287.80;13.49;336.57;21.07;149.32;114.67;296.00;6.25;857.09;306.32;12.90;155.51;301.63;175.97;17.34;296.09;19.78;120.45;295.14;9.87;271.37;59.24;233.16;58.29;189.13;157.97;262.52;17.54;303.32;17.31;300.81;27.70;267.15;19.10;313.19;32.28;295.63;6.49;124.48;199.76;103.26;329.00;18.46;422.31;25.32;147.44;288.55;15.04;294.98;6.19;196.99;321.46;95.06;21.03;180.57;123.69;4990.67;16.46;8.21;202.47;302.29;202.70;19.48;294.01;27.20;106.13;193.26;172.39;318.20;26.20;290.44;14.23;219.43;120.82;296.51;307.27;20.66;290.55;14.59;398.99;12.33;300.18;7.54;4351.13;39.55;6.16;4870.22;4.36;1655.29;3358.93;3280.05;1580.54;1519.97;1642.92;20.30;22.08;3790.12;13.51;96.61;11.74;159.34;4219.93;17.08;5699.42;4309.12;7353.77;4.71;3055.39;3956.26;1730.75;36.11;1832.71;1781.62;75.50;5.81;82.31;177.49;92.22;201.24;115.86;285.20;19.06;219.36;20.71;203.60;185.24;57.94;198.04;94.13,191846.95
298bdb17-4439-4f7b-8e56-a7a092ce8e25,14022.14,6287.60;2952.74;5208.86;5617.43;3036.99;3329.76;3251.03;3206.09;21.03;26.48;63.43;93.59;133.50;31.80;83.62;84.28;339.24;28.91;79.60;402.06;673.73;8.20;5.32;154.28;51.15;804.85;78.14;178.72;123.58;142.44;208.44;183.02;311.99;152.46;180.96;103.82;198.81;175.30;145.82;118.15;182.73;119.43;857.16;109.89;192.27;159.23;193.92;124.29;191.50;113.48;201.07;106.86;203.54;104.39;192.86;149.46;152.18;137.60;189.79;157.99;162.10;99.48;210.13;110.85;190.83;130.30;180.86;130.79;201.78;145.90;99.46;193.50;107.19;223.85;88.01;161.56;201.11;116.53;331.38;146.99;188.16;115.83;181.51;114.76;185.29;119.09;218.18;118.31;181.93;100.29;5001.05;10.15;24.59;202.27;186.46;118.38;222.19;100.29;218.59;105.85;189.12;176.90;187.36;156.83;171.93;133.07;210.34;108.01;318.12;116.59;213.07;94.46;208.91;143.28;254.47;86.97;234.65;4351.05;26.91;12.51;4862.27;17.45;1656.16;3359.02;3280.10;1580.46;1520.20;1634.59;20.10;14.74;3791.58;27.94;96.56;11.58;159.43;4214.37;22.88;3974.63;3439.60;6079.86;3872.90;3055.27;3956.02;6.17;1758.87;1834.66;1781.51;51.11;27.46;82.32;180.28;92.14;200.62;116.72;110.51;193.72;89.52;128.45;225.44;147.19;96.26;198.02;93.78;146.54,132880.03
4d333046-1b08-4941-a01d-71d2c693f086,9502.50,4333.91;3073.94;3350.56;3341.86;1549.39;12.64;27.31;61.80;94.97;133.47;30.45;83.56;85.77;338.04;30.17;79.51;400.63;675.19;6.74;5.08;155.51;50.10;814.17;69.76;178.05;124.67;141.02;210.67;192.00;307.54;146.87;181.51;120.16;183.22;174.03;144.64;119.37;182.69;119.65;857.06;120.96;198.39;143.02;192.20;306.39;8.92;121.79;193.83;111.03;198.54;115.70;271.49;59.20;232.99;56.81;191.06;157.65;163.95;117.27;191.08;128.71;173.25;154.96;155.53;131.93;201.40;144.24;107.36;192.05;125.68;206.21;96.75;147.93;198.26;120.60;328.43;149.13;186.82;115.12;180.41;120.66;197.43;110.35;212.75;114.55;182.37;121.38;4980.11;28.30;7.32;200.64;189.13;327.13;11.18;100.30;221.94;104.45;187.68;177.61;186.41;159.72;168.89;133.25;219.70;101.61;316.19;115.86;212.82;97.55;208.77;140.42;269.53;72.15;234.47;4352.21;26.95;12.34;4860.71;17.08;1658.27;3358.94;3279.97;1579.84;1519.98;1633.63;29.61;21.64;3791.31;13.27;96.14;11.69;159.53;4229.13;7.69;3973.63;3440.08;6082.80;3870.14;3056.42;3958.54;1727.64;34.55;1835.21;1781.23;49.31;26.98;88.09;177.25;89.92;201.25;117.18;109.59;194.76;88.53;151.59;204.04;182.90;59.56;198.00;94.97;143.67,111110.34
a13417db-fa6d-4520-b8ac-2dce50657e5b,7408.16,3350.02;3341.92;1549.38;12.62;27.32;61.90;94.92;133.47;30.48;83.50;85.82;338.05;30.09;79.55;400.68;675.08;6.81;4.97;155.58;50.16;814.09;69.75;180.10;122.88;140.83;210.61;192.00;307.54;146.87;197.57;104.21;183.84;173.34;144.61;119.39;181.58;120.77;857.08;121.10;198.18;143.11;192.51;123.51;191.45;121.79;193.82;111.04;198.71;115.48;184.76;146.01;232.91;56.81;191.09;157.62;167.26;113.95;191.43;128.36;173.76;154.44;154.45;130.41;202.77;145.53;107.68;191.64;125.73;206.28;80.65;165.15;197.07;121.16;327.87;150.09;186.26;114.73;180.48;120.59;197.43;110.43;213.13;114.14;182.41;121.30;4980.52;27.91;7.38;200.52;189.63;115.69;222.20;100.33;222.03;104.64;187.40;177.62;186.78;159.62;168.86;132.90;210.28;111.19;316.41;116.06;212.52;97.43;209.02;140.80;268.88;72.19;234.33;4352.25;27.19;12.21;4860.57;17.22;1658.36;3358.96;3279.86;1579.71;1520.04;1633.57;29.66;20.82;3792.14;13.31;94.72;13.08;159.65;4214.59;22.08;3973.53;3440.10;6079.45;3873.53;3056.55;3958.62;1730.12;31.96;1835.20;1781.34;49.92;26.70;87.64;177.42;89.64;201.34;117.13;109.72;194.66;88.88;151.32;203.91;182.91;58.54;199.00;95.07;144.30,101607.72
82287b44-e343-411e-bbd4-9b859bfe6da6,8161.03,5617.27;3037.14;3331.80;3249.01;3206.07;15.37;24.08;71.37;95.10;133.51;30.40;83.49;85.80;337.68;21.16;89.02;400.46;675.37;6.56;5.44;155.41;49.90;804.96;79.19;177.55;125.09;140.94;210.50;183.76;309.79;126.36;206.49;110.03;192.61;176.61;144.55;119.44;181.40;120.91;857.05;116.97;191.25;151.73;192.91;125.35;191.51;121.38;194.38;110.55;196.31;105.65;193.95;149.45;152.17;137.60;191.13;132.41;188.92;96.68;211.80;109.32;192.48;128.54;181.09;132.74;199.82;145.79;101.66;192.91;113.30;218.32;84.55;164.64;183.84;133.22;307.11;172.68;185.03;110.02;188.00;114.63;185.08;119.35;221.52;114.90;181.90;100.11;5001.34;11.48;24.85;200.34;189.12;115.72;207.63;115.17;194.30;132.12;188.20;177.45;185.64;159.61;169.23;127.57;215.93;110.47;317.26;114.48;213.45;94.48;211.84;139.93;254.94;88.11;224.77;79.00;4309.67;12.24;4860.64;17.49;1658.04;3358.57;1443.19;3403.41;1533.60;1633.73;20.10;15.10;3793.23;25.93;96.56;12.78;159.45;4226.52;10.35;5.11;5695.02;4306.98;7355.61;3059.85;3957.04;4.00;1760.08;1835.27;1766.86;64.64;25.33;88.34;166.59;84.94;216.85;93.22;133.89;194.83;88.44;132.76;223.00;148.73;93.01;190.33;85.90;162.13;153.89,112767.88
