Session ID,First Token Time (ms),Other Token Times (ms),Total Time (ms)
485db4cb-f267-4c42-a1bb-604f6199e3db,4195.94,5553.77;4299.04;5434.65;1.90;12371.75;3959.75;3261.51;6241.14;4334.32;3073.87;3351.32;3340.82;1549.68;16.33;23.59;61.65;95.38;133.44;38.09;77.27;84.29;337.69;30.54;79.63;400.58;673.15;10.19;11.36;148.36;49.53;814.85;69.75;178.59;123.70;141.29;209.60;194.29;307.56;145.49;284.14;17.34;331.76;25.77;149.41;114.56;297.15;5.01;857.17;301.89;16.69;156.30;304.65;178.99;11.28;294.91;20.93;120.48;293.09;11.94;270.41;293.24;0.03;59.03;188.45;158.00;263.83;16.00;305.39;15.38;302.74;25.79;266.53;19.68;303.17;44.26;294.66;5.43;124.69;290.21;12.81;331.39;15.64;421.46;26.55;334.33;101.14;15.51;296.15;5.11;198.26;318.76;91.47;27.23;286.39;16.62;4991.82;24.83;165.20;35.09;304.89;197.94;22.42;287.34;33.46;296.29;3.66;172.25;317.87;26.06;299.59;5.72;219.38;120.27;412.75;195.68;16.59;293.01;11.24;401.39;10.72;303.50;4.37;4350.98;41.05;8.05;4866.33;1645.37;3356.07;1462.12;3403.35;1533.64;7.73;1634.38;20.37;3799.70;12.25;17.92;105.07;151.64;4233.97;0.12;14.32;5694.35;4309.05;7355.57;5.67;3053.17;3955.92;1766.22;1835.29;1.29;1778.37;75.88;6.26;78.88;180.23;92.17;296.57;20.80;284.44;19.75;221.95;18.14;353.32;34.88;63.25;193.34;93.68;311.31;26.12;2609.22;17.09;21.66,149767.72
197fcab6-4be2-4e0c-9630-979980155c61,5282.42,12.66;24.69;165.88;223.52;115.33;202.63;123.53;190.01;133.33;188.97;141.88;221.29;131.67;191.90;124.65;224.17;108.19;318.79;114.62;192.54;116.17;194.99;156.19;257.53;85.50;226.98;74.76;4311.50;12.05;9.08;4867.29;1659.62;3358.97;1443.87;3403.15;1533.57;7.92;1634.99;20.30;3798.52;13.64;18.42;103.48;159.31;4218.88;15.48;6.18;5695.87;4309.17;7353.76;3053.05;3963.26;5.38;1759.69;1834.56;2.81;1778.79;75.52;75.54;12.51;177.53;92.26;294.51;22.58;284.99;19.27;219.18;20.87;351.39;37.22;62.28;193.93;94.06;300.81;36.20;2609.37;16.37;21.57;191.25;1781.52,76913.97
84fb5428-2eaa-41de-a165-a9a0930bf519,8894.62,14.28;3200.07;18.60;6387.15;1714.96;4264.01;5469.87;12373.54;3961.32;3261.53;6241.63;4334.01;3073.81;3349.80;3342.80;1547.71;14.51;27.07;61.63;95.11;131.99;38.16;77.21;85.84;337.66;30.61;78.09;401.97;675.38;6.53;9.42;150.34;51.03;813.36;69.76;178.54;123.74;142.35;210.49;192.30;307.56;145.54;283.89;17.58;332.21;25.32;149.42;114.56;297.11;5.05;857.16;309.37;9.20;156.30;178.97;304.32;12.82;305.24;10.53;120.56;291.74;13.13;271.46;59.05;233.24;56.54;190.96;156.88;161.95;120.26;189.35;130.56;170.85;156.18;266.36;19.85;302.99;44.38;99.50;200.63;124.71;199.35;103.66;145.92;201.07;421.41;26.64;146.22;297.95;6.81;296.11;5.15;198.22;318.69;100.25;18.51;181.82;121.22;4980.06;27.24;7.88;201.70;304.83;206.65;15.82;294.32;27.76;103.00;194.68;171.21;322.35;24.20;169.37;133.35;219.35;120.19;296.81;311.35;18.15;291.63;14.54;394.73;14.22;299.00;9.72;4351.74;27.22;15.12;4871.23;6.17;1654.02;3359.04;3280.09;1580.52;1520.22;1642.88;20.37;22.07;3791.69;11.94;96.51;12.73;159.47;4213.18;23.02;5700.73;4306.07;3486.88;3873.32;3055.21;3957.83;1729.87;35.92;1832.14;1781.28;77.24;4.09;77.52;183.72;90.93;200.42;116.92;284.30;20.75;217.04;22.92;202.52;184.95;58.53;198.79;94.51;298.90;37.71;2608.38;11.15;27.05;191.25;184.31;1625.22,162072.62
09433b6a-1799-4fcc-a089-0b9aef68d41c,3331.45,1644.59;2551.86;5553.86;4299.06;5434.70;1.95;12373.26;3959.64;3261.53;6241.67;4333.99;3073.81;3350.93;3341.66;1549.39;14.09;25.81;61.63;95.11;133.51;37.79;76.07;85.84;337.67;30.61;79.59;400.47;675.38;6.52;10.89;150.00;49.90;814.41;69.76;177.50;125.13;140.95;210.49;192.30;307.56;146.78;289.67;11.62;337.49;20.23;148.98;115.00;295.86;6.44;857.04;308.19;11.29;154.96;303.77;178.79;12.71;305.35;10.42;120.56;294.77;10.09;271.46;291.09;0.03;59.06;189.71;157.81;262.69;18.50;302.87;17.03;301.11;27.10;272.91;13.84;315.05;30.61;294.67;5.44;125.66;289.11;13.89;330.19;15.87;424.78;24.29;333.20;110.14;7.72;295.03;6.10;197.27;322.43;96.59;18.44;286.25;17.89;4990.50;25.01;164.51;38.92;301.72;206.82;15.65;294.43;27.68;292.91;4.71;172.74;321.04;24.07;296.64;6.71;219.62;121.49;410.45;195.61;18.01;291.68;14.53;398.08;12.61;301.58;5.32;4351.77;39.42;7.73;4868.57;1644.43;3354.87;1461.62;3404.04;1533.68;7.73;1635.40;20.11;3798.92;14.14;18.08;103.05;152.16;4233.25;0.09;14.53;5696.41;4308.24;7354.30;5.69;3054.23;3956.96;1764.10;1835.30;1.29;1779.67;75.92;4.93;83.39;177.06;91.68;295.61;21.62;298.37;5.99;220.94;19.03;352.19;36.81;61.68;194.11;94.57;309.50;27.07;2609.29;16.24;21.67;191.25;1783.01;25.96;17.11;156.83,160196.71
3a9b1081-34a7-4720-8e8a-9484d3e30b15,9239.71,5209.75;5617.61;3035.92;3331.71;3249.06;3206.32;21.76;27.30;61.80;94.98;131.86;32.05;83.57;85.76;338.01;30.18;77.82;402.34;675.21;6.75;5.12;154.17;51.41;805.03;77.71;179.23;123.11;142.59;210.68;183.38;309.71;126.64;207.96;109.57;192.23;174.44;146.04;117.96;183.03;120.72;855.57;122.03;188.92;152.82;192.10;123.99;191.39;121.85;193.89;110.96;198.61;104.16;193.35;148.87;152.15;137.54;191.18;132.66;186.24;99.48;210.28;110.67;190.86;130.62;180.54;130.49;202.22;145.91;99.31;193.48;114.66;216.32;88.16;161.34;181.98;139.41;301.31;176.28;186.49;114.35;181.67;114.76;185.47;128.20;209.09;118.21;182.22;100.31;5001.14;11.26;22.86;202.34;186.70;118.50;222.15;100.30;194.59;129.59;190.00;175.90;187.90;159.73;168.92;127.62;215.73;111.22;314.69;117.31;212.92;97.21;209.06;140.33;254.64;87.23;234.50;4352.13;26.95;12.38;4860.73;17.01;1656.24;3360.94;3278.14;1580.42;1520.24;1634.69;20.01;14.99;3791.60;27.65;96.55;12.94;159.50;4214.28;22.58;6.03;5694.38;4306.68;7353.94;3062.02;3958.52;2.10;1758.71;1834.61;1768.67;64.78;25.40;85.93;168.73;84.94;217.46;92.86;133.95;194.83;88.48;128.67;225.14;147.49;95.90;198.94;77.28;162.16;191.91;197.93;2413.01;30.61;4.53;191.24;1780.81;44.74;7.52;174.56;5090.22,132255.48
64668bc6-f304-4c19-b608-c0104f78f5bb,14024.15,3787.42;3959.35;3261.53;6241.85;4333.93;3073.83;3350.77;3341.82;1549.38;13.83;26.03;61.76;95.00;133.54;37.66;76.28;85.75;337.95;30.27;79.61;400.53;675.27;6.67;10.57;150.16;50.00;814.28;69.76;177.65;125.04;140.98;210.67;192.09;307.54;146.73;290.38;11.23;338.32;19.09;148.86;115.14;295.86;6.45;857.07;308.49;10.92;154.90;303.95;180.27;11.22;308.34;7.36;120.50;296.20;8.68;271.48;291.09;0.03;58.96;189.85;157.77;267.20;14.02;303.44;16.37;301.85;26.37;273.29;13.99;320.06;25.47;294.29;6.04;125.06;289.79;13.17;331.20;15.66;424.42;23.89;334.63;109.28;7.15;295.15;5.98;197.42;322.98;96.38;18.18;287.90;15.97;4991.05;24.58;165.07;38.28;302.39;210.81;11.36;294.88;27.44;292.31;4.73;172.82;322.02;23.58;296.67;6.07;219.65;121.61;411.46;196.43;16.45;291.82;14.54;397.98;12.34;301.61;5.10;4352.05;39.31;7.75;4869.07;1659.22;3358.77;1442.96;3403.57;1533.48;7.66;1635.48;20.06;3799.18;13.94;17.93;103.17;152.20;4236.18;0.11;11.51;5696.73;4307.86;7354.64;3051.61;3966.99;2.18;1760.18;1835.24;1.28;1779.86;75.64;4.78;84.05;177.02;91.16;295.97;21.26;299.23;5.23;229.35;10.76;353.72;35.25;61.47;194.08;94.87;309.90;26.57;2609.18;16.06;21.72;191.42;1783.28;25.78;17.10;157.73;5112.88,146286.01
de7fb84c-b6b9-41b1-8ea2-1bc4829d5c1e,6691.74,1549.28;12.61;27.34;61.95;94.91;133.48;30.46;83.49;85.94;337.96;30.04;79.54;400.72;675.03;6.89;4.42;156.03;50.23;814.12;69.65;180.19;123.02;140.62;210.61;182.80;309.83;153.97;197.53;104.08;183.92;173.23;144.66;119.39;183.26;119.09;857.07;121.13;198.13;141.98;193.96;123.37;191.26;113.97;201.69;109.16;200.61;115.41;185.07;145.77;151.95;137.75;191.11;157.57;167.30;113.91;191.67;112.01;190.22;128.30;182.80;130.65;201.81;143.70;108.00;191.31;125.73;206.32;83.44;162.58;196.81;121.46;327.58;150.80;185.79;114.49;180.51;120.55;197.43;110.47;213.44;113.80;182.44;105.61;4996.47;27.63;7.41;203.14;187.34;115.48;222.13;106.85;215.50;104.82;187.20;177.64;187.32;159.20;168.90;132.66;210.87;107.93;319.33;116.27;212.18;92.27;214.33;141.00;256.00;84.70;234.24;4352.29;27.40;12.05;4858.65;18.10;1659.62;3358.88;3279.87;1579.56;1519.97;1632.69;19.71;32.49;3777.24;27.38;96.10;11.70;159.73;4231.34;5.21;3972.84;3439.24;6085.44;3869.15;3056.59;3958.74;1.75;1760.14;1835.21;1781.40;48.93;27.02;88.36;177.50;89.37;209.06;109.53;109.79;194.61;88.96;151.26;205.38;181.33;59.49;198.16;95.23;143.24;193.01;196.94;2413.59;30.62;5.42;191.45;1783.23;43.12;5.78;175.04;5090.06;3468.98;2725.94;20.41;1661.19,113872.89
4f2029bd-5e2f-4ce2-b986-34160924fed9,10825.95,3037.02;3329.70;3250.49;3205.88;15.58;24.13;72.27;94.98;133.46;30.45;83.55;85.76;338.07;19.86;89.80;400.63;87.88;594.05;4.61;155.98;50.11;804.95;69.25;187.79;124.73;140.96;201.13;190.15;312.03;127.33;208.05;109.31;194.24;173.77;144.64;119.36;182.77;119.58;857.07;121.05;188.94;150.72;193.92;123.66;191.60;113.28;202.32;106.17;203.41;104.15;194.07;148.17;152.07;137.74;191.05;132.68;192.09;93.66;211.59;112.27;189.74;128.80;182.59;117.04;215.41;144.13;107.43;186.49;105.80;231.58;80.64;164.22;183.12;135.64;304.37;173.31;186.70;107.91;187.54;114.68;185.56;128.21;212.84;114.46;182.37;105.36;4996.22;10.99;24.53;203.23;186.63;115.94;211.57;113.09;192.43;131.94;187.62;177.61;186.49;159.71;168.88;127.42;215.72;108.12;319.50;115.91;212.75;92.17;214.19;140.47;256.87;84.71;224.97;79.17;4309.51;12.32;7.00;4869.70;1659.38;3358.95;1442.47;3403.66;1533.61;1632.78;19.78;15.62;3793.93;27.37;96.15;11.66;159.56;4229.21;7.58;3.78;5696.60;4306.68;7355.69;3060.33;3958.56;2.02;1760.14;1835.21;0.78;1780.48;75.52;74.27;14.56;177.29;89.87;294.02;24.41;299.35;5.02;229.21;10.91;353.79;33.15;62.42;195.13;95.02;309.63;26.77;2608.97;15.30;22.46;191.42;1779.96;29.20;22.98;174.97;5090.12;3468.70;1474.10;1272.52;7.63;1672.02,130918.93
4bfbf80d-2262-496c-bb27-20bcd5f926ff,8106.03,4263.29;3863.15;1608.76;12373.29;3959.61;3261.53;6241.67;4334.02;3073.82;3350.92;3341.68;1549.38;14.58;25.32;61.69;95.09;133.52;37.72;76.17;85.80;337.69;30.54;79.63;400.46;675.36;6.56;10.77;150.08;49.90;814.36;69.80;177.55;125.10;140.93;210.56;192.25;307.57;146.73;289.96;11.43;338.29;19.36;148.90;115.10;295.81;6.49;857.05;308.30;11.13;154.95;303.82;179.16;12.35;305.54;10.23;120.53;292.34;12.53;271.46;291.15;0.03;57.64;191.13;157.75;262.83;18.34;303.10;16.81;301.39;26.83;272.95;14.05;317.86;27.71;294.55;5.43;125.63;289.31;13.69;330.75;15.36;424.90;24.12;333.59;110.01;7.45;295.11;6.02;197.32;322.70;96.43;18.38;286.48;17.57;4990.81;24.80;4.21;199.13;301.88;207.71;14.64;294.84;27.46;292.70;4.66;172.80;321.19;24.13;296.81;6.26;219.64;121.54;410.77;195.84;17.50;291.84;14.53;397.98;12.53;297.28;9.53;4351.96;39.33;5.26;4871.01;1644.38;3357.44;1459.84;3403.43;1533.57;7.64;1635.42;20.10;3799.02;14.06;18.03;103.16;152.10;4233.99;0.11;13.82;5696.47;4306.96;7355.64;5.71;3054.13;3958.52;1762.59;1835.26;1.40;1779.55;75.89;3.96;84.39;177.22;91.45;295.84;21.38;298.56;5.86;221.33;18.61;353.17;35.98;61.59;193.99;94.63;309.74;26.77;2609.32;16.25;21.67;191.42;183.61;1625.21;17.10;156.90;23.27;6745.25;3288.49;1272.61;9.01;1670.79;3470.85;1627.70;3612.32;14.45,173675.33
7bbea55a-0cc8-4422-b387-e0be92c4acf1,11670.66,1597.06;3532.75;2820.73;4325.65;1763.30;3198.05;18.87;6388.95;1712.49;4299.99;5434.09;12375.61;3959.71;3261.57;6241.61;4333.88;3073.86;3351.11;3341.18;1549.73;13.01;26.88;61.51;95.26;133.59;37.80;75.96;85.87;337.61;30.63;79.63;400.46;675.43;6.49;9.67;151.34;49.81;814.47;69.81;177.37;125.18;140.95;210.47;192.29;307.46;146.82;288.94;12.34;337.11;20.76;144.83;119.03;295.94;6.49;856.99;307.54;11.97;155.01;176.48;304.71;13.98;304.18;11.61;120.45;291.53;13.45;271.44;59.16;233.25;56.44;190.94;157.94;163.01;117.94;191.14;128.84;172.93;155.38;272.00;14.55;314.72;30.97;101.87;198.54;125.60;200.24;102.78;146.73;199.34;424.12;24.91;148.30;288.23;14.53;294.96;6.16;197.20;321.95;96.46;19.06;181.65;122.53;4979.02;29.50;6.90;203.53;301.39;204.91;17.50;293.98;27.56;105.55;192.97;172.71;320.13;24.74;165.34;138.46;219.59;121.39;296.08;309.40;18.57;291.47;14.54;398.26;12.65;72.65;234.33;4351.35;27.66;15.41;4873.04;4.07;1655.32;3358.99;3280.12;1580.34;1519.85;1643.10;20.17;21.86;3791.01;12.76;96.77;11.63;159.38;4225.56;11.47;5699.83;4306.37;3489.50;3871.20;3055.65;3956.61;1730.13;35.97;1833.37;1781.32;75.85;4.23;84.07;177.02;91.07;200.28;117.73;298.04;6.23;220.25;19.74;203.92;185.03;57.84;198.02;94.38;308.87;27.83;2609.30;2.67;30.24;174.83;205.06;1625.12;17.23;5.83;174.33;6745.15;1810.64;2729.82;26.12;1674.63;1840.88;3250.48;1827.40;1806.45;1833.95;1538.77;3638.09;1830.24;2899.35;1825.89;1890.36,219602.21
d4eb756d-313e-4550-93a6-c1eb43df26dd,9840.14,1608.59;12373.48;3959.40;3261.55;6241.87;4333.90;3073.85;3350.78;3341.79;1549.38;12.61;27.21;61.76;95.01;133.53;37.70;76.26;85.75;337.85;30.35;79.62;400.52;675.29;6.67;9.19;151.54;50.00;814.30;69.75;177.65;125.02;141.00;210.51;192.30;307.54;146.68;290.28;11.22;338.38;19.16;148.90;115.10;295.90;6.41;857.06;308.45;10.97;154.95;303.90;180.22;11.27;306.49;9.20;120.52;295.47;9.40;271.51;59.08;233.16;57.85;189.82;157.76;262.90;18.32;303.25;16.60;301.66;26.56;273.10;14.02;320.22;25.43;294.34;5.98;125.07;289.44;13.56;331.04;15.82;424.34;23.93;334.25;109.63;7.18;295.19;5.94;197.41;322.80;96.53;18.21;286.72;17.21;4990.92;17.52;7.84;202.65;302.31;210.57;11.61;294.93;27.36;104.41;192.79;172.77;321.95;23.50;296.80;6.11;219.66;121.59;411.22;196.28;16.78;291.84;14.42;397.99;12.47;301.54;5.17;4352.01;39.32;5.40;4871.36;1643.96;3357.60;16.47;3280.19;1579.99;1527.57;1635.48;20.07;3799.04;14.07;17.92;91.52;163.85;4204.67;30.71;8.79;5700.33;4307.91;7354.61;5.57;3054.31;3958.64;1762.40;1835.26;1.31;1779.77;75.74;4.78;84.05;176.97;91.20;295.86;21.38;299.11;5.34;229.27;10.83;353.52;35.44;61.48;194.08;94.82;309.86;26.65;2609.18;16.08;21.71;191.42;183.69;1625.31;17.11;8.77;171.32;6745.42;3288.42;1251.67;25.72;1674.81;3470.86;1628.10;3612.17;14.44;1833.88;3298.60;1878.21;1848.15;2881.87;1825.98;3623.92,184286.87
3d557872-9ea8-4a3d-88ca-70ff7c646497,8653.88,3331.68;3249.08;3206.28;15.01;24.08;71.82;94.98;131.85;32.06;83.57;85.76;338.00;20.48;78.99;410.88;87.97;593.97;0.52;63.66;146.53;804.99;69.30;187.64;123.13;132.28;211.55;192.77;309.77;126.54;206.89;110.55;192.01;149.61;171.27;117.96;182.95;119.22;857.16;113.86;196.43;151.66;193.85;124.05;180.39;132.65;194.10;110.85;198.71;104.09;193.33;148.97;152.14;137.55;191.18;132.56;186.20;99.54;210.26;110.69;190.83;130.66;180.54;119.21;213.51;110.67;134.49;193.55;114.66;216.29;88.19;161.36;181.92;139.24;301.54;176.21;186.17;108.98;187.51;114.75;185.39;128.23;209.06;118.30;182.15;100.30;5001.13;9.64;24.58;202.33;186.63;118.55;210.92;111.45;194.63;129.60;189.16;176.80;187.82;159.74;168.94;127.61;215.74;111.09;314.83;117.21;212.97;95.36;210.95;140.29;254.66;86.24;226.12;78.91;4309.61;12.40;7.64;4866.47;1659.87;3360.92;1442.76;3403.57;1532.50;7.88;1635.01;20.35;3797.97;16.15;17.86;103.21;159.48;4214.17;22.70;4.35;5696.05;4306.67;7353.90;3060.31;3960.27;2.09;1758.73;1834.63;3.39;1778.15;77.30;74.21;9.33;182.48;89.96;293.86;24.56;299.30;4.98;216.97;23.19;349.52;37.43;62.46;195.05;94.97;298.37;38.01;2608.15;16.30;21.62;191.24;1780.59;29.54;21.60;175.89;5090.24;3462.54;1478.73;1274.40;8.86;1670.84;3468.46;1623.23;3620.42;1828.15;1556.36;3638.53;4.95;1844.44;4691.13;14.44;3626.72;1642.65;1702.00;6.58;92.93;11.81;178.77;220.93;10.02;162.34;288.78;29.45;112.64;20.50;268.88;13.62;1748.17;17.63;166.84;298.10;14.71,158116.30
c8354da3-7008-44a3-90a6-5f16c6e1c7f6,4585.53,27.43;12.09;4860.91;18.16;1657.00;3358.93;3280.06;1580.53;1519.94;1634.09;19.68;15.53;3792.45;27.20;96.60;11.73;159.36;4220.10;16.89;6.94;5692.61;4309.01;7353.76;3060.09;3956.31;5.24;1759.67;1834.60;1767.32;65.22;24.57;88.20;167.45;84.89;218.66;93.23;132.03;194.75;87.98;131.55;224.22;147.75;95.38;188.14;86.93;162.61;191.36;198.17;2413.36;14.21;21.57;191.25;1781.63;44.01;6.06;173.95;5091.28;3464.47;1478.13;1272.91;1662.85;1856.84;1630.58;3448.12;1789.06;1825.60;1564.72;3638.25;4.13;1844.39;4692.97;1904.33;1733.33;3336.04;9.36;10.61;101.00;180.35;98.64;130.71;144.96;64.20;270.63;8.46;105.83;134.48;169.16;614.21;1149.46;145.42;222.06;101.20;218.00;2752.20;1554.21;20.56;30.64;228.95;151.28;121.33;228.04;124.22;192.24;190.79;221.81;118.88;193.23,120247.43
82a4d6c6-d145-4584-8a4d-8faf420582a0,1660.09,3357.53;16.56;3280.22;1580.12;1527.58;1635.38;20.13;21.87;3791.11;12.85;96.75;11.58;159.44;4225.82;11.17;5699.91;4308.40;7354.30;4.18;3055.70;3956.74;1764.35;2.15;1833.16;1780.93;75.91;4.98;83.36;176.94;91.81;295.52;21.71;298.26;6.05;220.86;19.10;204.21;184.83;61.69;194.06;94.44;309.39;27.29;2609.32;16.28;21.66;191.25;182.27;1626.53;17.23;8.40;171.84;6745.14;1813.24;2727.07;24.56;1676.16;1844.63;3253.85;1820.79;1806.04;1833.85;1539.14;3637.85;1832.59;2897.20;1825.80;1890.21;3380.96;1688.62;13.18;11.75;95.89;180.38;216.25;13.06;162.61;286.92;30.65;8.08;125.66;115.46;168.20;1746.22;18.02;166.99;301.42;11.77;2952.50;5.87;1572.01;3.22;29.99;248.26;136.12;137.72;207.84;135.32;197.83;174.28;318.17;22.11;193.20;320.61;18.02;333.23;20.97;303.34;11.84;116.11,112005.87
e6a0daed-eac5-4a7c-a406-791077d190f3,4999.63,17.60;3279.85;1579.59;1527.24;1635.58;20.41;21.64;3791.38;13.22;96.11;11.72;159.70;4231.00;5.59;5700.39;4307.59;7354.79;3.91;3056.57;3958.74;1735.84;26.73;1834.56;1781.37;75.29;3.89;85.08;177.54;90.55;207.81;109.65;299.37;5.01;229.22;10.98;205.29;183.14;61.47;194.45;95.21;309.38;26.92;2608.89;9.64;28.05;191.44;183.79;1625.41;17.10;8.40;172.45;6744.87;1814.08;2725.97;25.26;1675.09;1842.91;3256.13;1821.34;1805.76;1833.05;1539.70;3637.40;1833.61;2896.32;1826.14;1889.54;3381.65;1688.52;12.41;11.94;96.49;180.65;219.87;9.27;162.01;290.28;28.74;6.62;125.87;116.84;166.70;1747.12;17.82;166.72;200.98;111.62;2954.44;4.02;1571.97;2.61;30.82;248.26;135.63;137.98;213.89;128.97;198.14;174.99;320.20;19.79;193.27;325.25;13.41;341.58;12.36;96.49;218.62;115.75,111989.98
97e953f6-a184-4176-b6fc-424b81f2e723,4817.68,3403.81;1533.67;7.88;1635.08;20.27;3798.66;13.60;17.14;104.66;152.43;4231.13;9.98;6.17;5696.35;4308.82;7353.86;6.31;3053.74;3956.40;1764.81;1834.90;2.09;1779.16;75.51;4.86;83.43;177.32;92.18;292.90;24.22;285.40;18.91;219.80;20.23;351.57;37.31;61.96;193.97;94.19;308.36;28.53;2609.31;15.99;22.01;191.25;182.19;1626.34;17.15;157.33;22.71;6744.72;3289.14;1272.99;8.11;1671.80;3470.28;1626.52;3610.88;17.24;1834.21;3292.01;1888.96;1844.37;4693.11;13.73;3623.98;1646.57;1698.76;7.25;11.15;93.11;180.35;213.96;15.39;162.74;286.63;30.53;12.03;122.10;266.54;17.14;1745.90;17.92;167.20;298.06;15.38;2955.77;2.34;1572.28;5.72;27.38;248.32;253.40;20.43;331.79;11.46;197.78;395.57;95.94;22.87;333.47;179.42;18.87;332.65;21.66;299.78;15.38;116.27;304.30,110585.38
ad8b618d-428b-4d21-8f7d-98d0a2dab44a,4938.26,7.23;1636.00;20.00;3798.96;14.09;15.26;105.79;150.95;4241.04;0.04;6.31;5699.01;4306.90;7354.77;4.91;3055.74;3958.77;1761.83;1835.17;0.41;1781.08;75.14;3.91;85.19;177.62;90.29;295.91;21.66;299.43;4.94;229.25;11.05;353.91;34.33;61.42;194.63;95.34;309.32;26.81;2608.83;15.66;22.01;191.44;182.21;1627.16;17.16;157.29;23.43;6745.16;3287.49;1273.76;2.75;1675.96;3471.20;1628.05;3613.21;13.94;1832.84;3291.25;1885.88;1848.00;2882.14;1826.03;3625.17;1646.24;1697.69;5.51;11.06;94.90;180.60;220.60;8.54;163.34;289.43;28.42;8.92;123.38;271.94;11.55;1747.22;17.85;166.76;300.48;11.95;2954.45;4.01;1571.95;4.82;28.62;248.34;253.84;19.72;332.19;10.62;198.22;405.67;90.29;19.05;333.66;184.98;13.25;341.76;12.18;304.38;10.71;115.72;307.36;188.27;16.80;127.99;2029.56;8.61;10.11,112406.89
dd280dee-ea5f-4aa9-bfd9-9296354bc691,3167.92,19.68;15.54;3792.13;27.43;96.60;11.68;159.34;4216.95;20.16;4.96;5693.87;4309.52;7353.79;3060.20;3956.01;6.80;1758.33;1834.59;2.92;1778.61;75.60;76.24;11.56;177.68;92.38;294.27;22.78;284.51;19.73;218.81;21.23;351.25;37.37;62.34;193.88;93.85;300.85;36.37;2609.39;16.43;21.54;191.24;1781.30;25.88;24.53;176.85;5088.42;3464.24;1478.22;1272.00;11.04;1670.06;3469.75;1626.56;3617.34;1820.94;1562.82;3638.49;4.11;1844.12;4692.79;14.19;3623.50;3336.26;9.47;11.29;90.25;166.87;121.87;124.87;156.90;58.21;270.61;8.62;105.79;139.39;145.68;635.78;1145.04;148.60;223.48;97.88;218.48;2752.09;5.58;1566.79;10.09;22.94;248.30;252.90;20.99;331.02;12.24;197.76;394.85;96.02;23.43;326.22;184.01;21.47;344.10;10.38;306.13;8.95;116.36;303.80;185.11;22.18;128.74;2029.54;10.33;11.66;4441.78,110620.72
8578cd6e-72c4-46db-977a-1e50b1b68097,4860.37,18.10;1657.39;3358.99;1443.38;3403.22;1533.67;1633.86;20.00;15.21;3793.05;26.81;96.78;11.60;159.39;4225.63;11.39;4.56;5695.28;4308.54;7353.94;3060.23;3956.66;4.52;1759.90;1835.32;1766.78;64.78;25.29;88.33;166.64;84.91;219.50;92.91;131.53;188.72;94.44;132.13;223.54;147.67;95.17;188.15;86.91;162.52;163.90;225.98;2410.90;16.27;21.66;191.24;1782.26;26.55;23.04;174.34;5090.68;3465.17;1477.69;1272.92;8.43;1671.42;3470.56;3448.31;1789.00;1832.43;1557.70;3638.04;4.02;1844.40;4693.59;13.52;3623.97;3335.78;9.73;9.96;89.97;174.68;115.41;130.83;144.93;64.18;270.99;8.17;105.71;135.20;151.44;631.58;1149.55;144.98;223.31;100.06;217.86;2752.36;4.91;1567.26;9.61;23.55;248.29;253.53;20.32;332.36;10.80;197.81;397.27;95.02;22.20;333.85;179.54;18.48;332.70;21.52;301.24;13.92;116.15;305.18;188.48;17.85;128.48;2029.83;8.93;11.93;4440.02,125362.43
9cec6a57-8ad2-46f2-9070-93e1d0d1eca0,4863.07,13.59;1527.16;1635.59;20.41;3798.95;14.09;17.65;103.41;151.77;4222.86;17.76;7.23;5697.07;4306.49;7355.84;5.55;3055.09;3958.76;1761.84;1835.18;1.07;1780.40;75.16;3.90;85.20;177.58;89.23;294.17;24.50;299.39;4.99;229.19;11.09;353.69;32.92;62.32;195.39;95.30;297.82;38.35;2608.83;15.10;22.58;191.44;192.28;1617.04;17.17;8.21;172.55;6745.08;3285.80;1254.17;25.05;1675.04;3471.18;1623.89;3617.30;13.96;1832.91;3296.45;1880.67;1848.02;2882.05;1826.07;3625.13;1646.17;1697.78;6.33;10.89;94.27;180.60;220.44;8.73;161.92;290.70;28.51;10.05;122.29;271.82;11.68;1747.21;17.84;166.74;298.70;13.79;2954.44;4.02;1571.96;2.94;30.50;248.33;253.79;19.77;329.67;13.17;198.21;405.68;90.20;19.12;324.10;194.49;13.30;341.70;12.26;304.34;10.73;115.73;307.19;188.36;16.81;128.03;2027.88;5.67;15.31;4442.07;1594.86,115497.08
